602	284
394	302
33	315
303	344
636	312
521	301
994	294
996	322
964	289
275	266
514	335
890	311
493	260
450	250
799	325
234	273
613	256
464	276
130	305
796	334
443	293
1	281
117	284
240	333
249	265
817	338
737	295
822	322
844	347
575	313
102	325
404	309
28	345
849	261
160	280
42	340
400	262
674	283
755	250
650	271
96	273
268	296
746	294
504	269
273	320
804	276
127	259
565	255
408	271
369	283
332	293
912	263
726	307
476	285
177	331
750	291
325	333
770	329
122	259
776	264
811	323
800	335
794	275
894	320
511	344
990	295
973	315
533	325
584	319
182	330
470	311
76	336
595	334
387	312
594	286
148	294
360	284
617	265
149	323
779	314
139	322
932	302
152	252
678	293
496	256
77	259
718	338
138	265
374	299
338	338
791	268
317	265
222	285
500	258
677	282
902	282
231	291
32	299
559	271
408	323
993	324
876	257
448	260
621	306
156	276
479	273
245	340
931	255
886	263
931	289
867	311
563	280
206	269
352	346
629	263
963	338
527	294
903	334
315	292
838	335
935	261
45	344
638	345
607	304
56	331
928	300
24	329
263	257
560	338
43	262
916	326
904	320
625	338
509	320
38	306
435	282
921	337
629	340
305	337
200	319
935	333
593	317
333	315
533	280
712	298
450	339
727	272
505	339
301	289
744	294
596	345
346	260
512	343
421	348
988	297
314	317
760	313
909	286
172	336
12	269
93	251
479	296
986	265
397	294
708	328
285	336
660	263
995	314
513	268
692	307
831	283
74	276
577	320
787	337
677	299
774	268
498	303
201	342
371	274
453	293
45	299
605	299
282	293
755	309
606	268
529	293
636	297
142	328
281	324
368	275
554	332
911	335
677	296
717	269
683	260
936	343
722	340
397	316
837	329
643	323
68	309
823	325
361	287
978	266
894	274
565	290
142	281
360	256
177	263
263	281
475	286
887	280
758	252
246	320
209	252
285	288
744	337
500	296
873	263
365	278
98	268
866	294
729	340
983	290
444	309
579	327
928	345
770	312
441	279
552	295
228	260
112	332
263	268
11	333
947	344
168	310
16	250
377	292
111	306
895	335
160	318
510	279
975	327
358	293
241	324
704	259
363	339
817	268
511	311
64	276
519	333
