12	253
158	258
157	266
180	266
191	255
18	263
158	262
189	250
94	251
57	252
50	260
183	268
177	257
148	258
38	253
135	260
105	256
16	268
138	252
36	257
172	267
64	266
183	250
129	253
132	262
30	266
69	251
27	253
200	264
48	264
20	261
95	265
53	260
180	252
146	254
182	266
116	267
71	265
183	252
5	254
47	258
102	262
168	267
148	253
199	269
196	266
49	266
101	264
89	265
143	257
84	256
181	262
154	265
109	264
120	256
74	257
101	259
90	260
126	260
140	258
50	269
79	264
143	265
104	254
80	260
194	258
147	268
195	259
60	256
58	251
81	269
48	265
93	261
162	253
48	251
130	265
137	260
5	264
27	253
98	269
46	255
44	251
1	253
167	268
93	255
148	266
161	259
184	261
111	250
91	264
168	268
185	250
13	261
72	256
53	263
41	254
137	265
102	251
12	269
55	252
75	255
145	263
8	268
31	265
121	269
151	266
104	262
172	250
104	269
173	255
161	266
22	266
51	269
197	253
123	257
109	254
130	257
187	253
11	266
23	258
21	257
72	262
156	260
61	263
77	253
64	263
101	266
80	265
110	262
157	257
184	263
7	257
67	255
76	250
144	258
123	269
135	266
35	258
67	256
80	268
42	263
75	264
93	266
75	254
176	266
31	262
127	259
34	265
12	256
11	263
55	257
117	250
161	255
128	255
19	266
127	265
15	269
74	256
149	253
7	252
30	252
168	262
200	263
111	251
99	254
178	260
8	250
159	253
165	253
40	250
92	251
22	252
28	266
75	253
30	254
180	255
189	263
139	267
40	256
83	267
198	263
190	264
70	260
161	259
34	262
16	259
163	264
14	253
86	255
107	250
73	252
27	262
180	261
111	252
3	261
45	265
103	259
169	265
158	261
43	256
167	253
56	266
62	263
140	262
181	264
123	254
45	252
177	269
65	263
77	266
143	250
125	258
167	263
89	250
124	267
23	266
27	260
163	260
176	266
27	267
147	259
164	261
69	266
173	258
5	259
127	269
42	268
115	267
182	254
160	266
100	260
160	250
134	261
46	250
97	257
153	260
171	251
170	250
184	252
41	250
90	259
177	256
83	258
155	253
121	260
68	257
87	251
151	265
115	266
68	253
134	268
151	251
154	261
44	259
162	262
108	257
9	254
138	263
184	265
60	254
116	264
64	256
194	254
174	260
200	266
48	259
58	253
165	267
120	253
168	266
175	258
76	265
170	260
148	256
172	258
105	269
97	263
97	258
134	259
181	260
168	253
111	251
111	268
59	260
74	255
156	268
109	250
134	260
74	250
44	251
15	264
55	265
71	263
5	254
159	254
43	256
146	258
187	260
55	268
70	255
113	257
79	264
131	257
131	262
134	260
87	255
98	253
48	269
65	269
152	259
56	252
142	258
56	258
161	268
79	259
118	265
186	260
119	257
105	256
196	256
154	257
137	251
152	253
125	263
103	255
118	257
181	259
17	252
110	251
76	264
150	265
160	250
102	252
84	265
58	258
3	256
42	256
80	252
31	257
9	252
43	255
31	255
160	252
60	266
158	267
179	269
19	250
196	262
191	260
171	258
93	263
92	250
189	255
102	257
143	268
142	265
64	266
161	261
18	262
52	258
86	253
25	264
70	256
127	258
12	257
181	257
161	263
40	254
89	262
13	253
127	260
163	253
197	254
153	266
180	252
168	250
63	260
26	268
26	254
64	251
114	251
177	262
69	256
76	264
9	260
25	259
179	252
39	261
112	264
117	253
106	258
10	262
37	250
48	250
104	251
77	250
47	250
1	256
151	251
153	258
115	268
174	261
34	256
48	255
150	251
167	250
183	255
111	263
83	258
67	264
15	253
8	268
16	269
33	251
184	253
64	267
41	252
200	250
195	264
11	267
11	267
4	268
67	267
69	256
199	269
65	265
18	260
126	250
198	266
7	259
150	262
16	259
110	252
64	259
4	266
170	267
87	261
159	263
72	264
150	250
155	268
181	255
26	261
33	267
96	254
71	261
56	264
43	259
11	254
134	252
180	263
124	262
44	251
78	265
13	260
127	261
186	267
113	256
155	260
17	256
150	250
103	258
197	263
79	250
118	258
200	258
191	263
6	258
62	258
59	250
95	265
173	254
146	268
166	257
133	255
66	268
198	255
70	268
73	261
76	258
59	265
155	264
83	256
120	266
114	269
41	260
55	266
10	256
98	256
151	258
146	261
118	253
183	258
43	263
155	258
170	264
145	250
120	258
162	262
16	255
104	260
42	264
151	255
96	261
165	253
141	253
148	256
169	258
117	258
57	254
100	263
105	260
35	261
17	259
