5	277
6	272
8	292
5	273
3	322
10	267
8	336
8	325
10	256
6	275
1	323
8	333
9	262
10	278
6	338
8	306
8	307
7	277
5	301
3	294
10	331
4	337
3	327
8	306
6	285
9	268
4	282
3	270
8	250
6	280
2	268
3	335
5	333
8	254
5	272
5	320
10	338
2	277
7	274
8	270
10	319
8	329
3	278
1	251
4	330
4	264
3	252
1	313
8	259
8	265
8	305
2	326
10	277
3	280
7	310
2	307
5	304
7	274
1	253
4	251
6	323
6	284
4	292
2	331
1	273
3	300
3	311
1	335
7	306
4	323
6	271
9	329
1	279
3	317
4	256
10	290
9	305
4	286
9	334
6	293
9	269
3	308
7	323
6	305
5	301
2	271
4	258
6	304
8	304
4	268
7	273
8	290
4	328
5	269
4	267
9	299
3	283
10	255
3	289
7	317
6	276
10	283
7	332
10	337
7	322
9	272
10	257
8	316
2	274
7	297
10	292
6	324
5	312
6	297
6	338
2	330
6	279
7	332
8	306
2	317
4	306
7	319
5	276
7	302
10	339
9	253
8	332
3	292
3	261
10	252
3	269
8	325
10	317
9	294
3	296
6	312
2	260
6	310
8	314
1	336
4	301
5	258
3	274
3	339
9	259
1	265
3	301
1	279
1	296
10	327
8	291
6	263
9	321
2	333
3	285
7	334
5	324
8	291
1	313
9	297
6	283
3	325
6	250
7	268
1	261
9	280
9	295
3	331
7	264
6	324
9	330
10	290
8	262
4	288
5	255
6	278
4	256
10	260
9	329
8	310
7	293
1	297
10	307
5	281
4	279
10	295
2	333
8	258
8	337
6	264
4	269
10	290
4	253
6	284
4	269
2	325
5	253
3	274
4	321
8	319
