6	273
5	304
4	292
1	257
2	296
5	320
4	279
9	327
10	294
4	333
8	318
6	263
5	276
1	289
3	292
3	298
3	324
7	305
5	335
5	277
8	321
5	259
5	284
3	294
10	291
2	331
4	266
3	294
3	309
10	278
1	317
8	293
2	282
4	287
9	330
3	303
8	313
4	317
3	328
5	295
9	285
10	296
6	270
2	333
5	315
6	280
10	312
8	263
1	320
9	286
6	328
6	304
7	303
7	300
1	295
1	264
1	260
8	305
10	303
4	288
1	292
4	261
3	301
6	307
4	319
1	261
10	273
3	299
3	288
2	321
8	297
4	291
10	329
8	331
3	304
2	306
5	251
6	310
7	317
1	271
5	312
1	267
7	288
7	333
6	282
8	305
6	287
10	300
7	293
4	250
9	299
2	311
1	269
6	255
6	306
2	324
2	323
6	298
6	268
8	301
8	291
3	336
7	254
2	272
7	296
2	319
2	273
1	286
7	303
6	275
10	322
6	300
5	318
9	329
7	311
1	329
6	315
8	291
4	328
4	321
9	253
6	336
2	253
1	307
6	292
9	292
1	298
7	325
2	267
9	290
10	262
3	277
4	284
9	324
7	299
6	251
4	279
5	250
4	314
6	329
4	280
8	273
4	280
5	291
5	322
4	334
1	276
7	259
4	283
1	277
7	316
5	300
10	252
3	264
5	252
8	264
9	296
4	294
6	336
9	258
10	293
5	316
10	321
7	282
4	260
6	296
4	256
4	296
8	287
7	324
5	270
8	266
10	256
2	254
7	300
1	334
9	321
9	284
3	337
2	271
1	301
7	289
8	299
2	268
6	250
9	261
1	335
10	310
2	329
2	257
2	258
10	312
4	311
5	277
2	321
7	289
6	291
5	315
8	253
3	271
9	250
3	253
3	252
9	252
9	252
8	250
1	253
3	251
7	250
9	251
8	254
1	253
9	252
9	252
6	252
4	251
9	254
4	254
7	250
6	252
